Prop_ID,Name,Location,Num_of_Courts,Accessible,lat,lon,Borough
031,Windmuller Park,"52 St., Woodside Ave. bet. 39 Rd. and 39 Dr.",2.0,N,40.7476,-73.9114,Q
431,Brooklyn Bridge Park,Pier 2,5.0,,40.6992,-73.9983,B
139,Heckscher Playground,Linden Street and Central Avenue,2.0,,,,B
332,Woodtree Playground,20th Avenue Between 37th & 38th Sts.,3.0,Y,40.7772,-73.9031,Q
102,"Christopher ""Biggie"" Wallace Courts",Fulton Street & Classon Avenue,2.0,Y,40.6817,-73.9595,B
205A,Big Bush Park,61st Street and Brooklyn Queens Expressway,1.0,,,,Q
014,Astoria Heights Playground,"Back of Horace Greeley Middle School (I.S. 10), between 45th and 46th Street",2.0,,,,Q
223R,Green Grass Courts,Marcy Ave & Hope St,2.0,Y,40.7133,-73.9546,B
132,Justice Gilbert Ramirez Park,McKibbin St. bet. White St. and Bogart St.,2.0,Y,40.706,-73.9343,B
360U,Bridge and Tunnel Park,"Tunnel Plaza, 50 Ave, 11 St",1.0,N,40.7419,-73.9515,Q
287,Ogden Plimpton Playground,Plimpton Ave. & West 170th St.,1.0,Y,40.8419,-73.9239,X
273,Othmar Ammann Playground,East 124th St. & 1st Ave.,2.0,Y,40.8015,-73.9322,M
017,Bushwick Playground,Knickerbocker Avenue & Putnam Avenue,3.0,Y,40.6957,-73.9118,B
066C,Triborough Bridge Playground C,23rd St & Hoyt Ave,1.0,Y,40.774,-73.9225,Q
095,Ennis Playground,12th Street between Second Avenue and Third Avenue,1.0,,,,B
141,Murray Playground,11th Street between 45th Avenue & 45th Road,2.0,Y,40.7476,-73.9496,Q
304,West 186th Street Basketball Courts,West 186th St. between Audubon Ave. & St. Nicholas Ave.,2.0,Y,40.8521,-73.9308,M
266,Star Spangled Playground,Location: Franklin Avenue and Willoughby Avenue,1.0,,,,B
147A,Starlight Park,Sheridan Expressway & E. 174th St.,1.0,Y,40.8339,-73.8819,X
307,Barretto Point Park,Viele Ave and Casanova St,2.0,N,,,X
219,Callahan-Kelly Playground,Sackman St between Truxton St & Fulton St,3.0,,40.6783,-73.9055,B
092,Woodlawn Basketball Courts,Van Cortlandt Park East between Kepler Avenue and Oneida Avenue,2.0,,,,X
092,Classic Playground Basketball Courts,Van Cortlandt Park South and Gouverneur Avenue,2.0,,,,X
019,Ewen Park,"Riverdale to Johnson avenues, south of West 232nd Street",2.0,,40.8831,-73.9099,X
004,Olinville Playground,E. 219th Street & Bronx Blvd,1.0,Y,40.8837,-73.8672,X
085,E.M.T. Christopher J. Prescott Playground,Edith Ave. at Irvington St.,1.0,,40.5227,-74.1864,R
106,Bloomingdale Park,"Richmond Pkwy., West Shore Expw., Lenevar Ave., Ramona Ave.",1.0,N,40.5351,-74.2102,R
038,Midland Playground,"Mason Ave., Midland Ave",2.0,,40.5751,-74.0989,R
